"","subject","trial","item","category","supercategory","PosOr","word","letters.01","timing.01"
"4022",29,22,"kerze","Filler","Filler",2,"kerZE ","k",900
"4023",29,23,"schaufel","Bauernhof","Werkzeug",1,"SCHAUFEL ","S",908
"4024",29,24,"kartoffel","Gemüse","Lebensmittel",1,"KARTOFFEL ","K",949
"4025",29,25,"pelzmantel","Jacken","Kleidung",1,"PELZMANTEL ","P",1397
"4026",29,26,"kamera","Filler","Filler",3,"KAMERA ","K",1183
"4027",29,27,"gurke","Gemüse","Lebensmittel",2,"GURKE ","G",1014
"4028",29,28,"daunenweste","Jacken","Kleidung",2,"WESTE ","W",2331
"4029",29,29,"waage","Filler","Filler",4,NA,"E",4374
"4030",29,30,"brokkoli","Gemüse","Lebensmittel",3,"BackspaceWABackspaceBackspaceBROKOBackspaceKOLI ","Backspace",NA
"4031",29,31,"besen","Bauernhof","Werkzeug",2,"BESEN ","B",1333
"4032",29,32,"arztkittel","Jacken","Kleidung",3,"MANTELBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceKITTEL ","M",2271
"4033",29,33,"karotte","Gemüse","Lebensmittel",4,"KAROTBackspaceBackspaceROTTE ","K",873
"4034",29,34,"säge","Bauernhof","Werkzeug",3,"SÄGE ","S",1214
"4035",29,35,"kapuzenpulli","Jacken","Kleidung",4,"MANTEL ","M",1708
"4036",29,36,"paprika","Gemüse","Lebensmittel",5,"PAPBackspaceRIBackspaceBackspacePRIKA ","P",1116
"4037",29,37,"sense","Bauernhof","Werkzeug",4,"SENSE ","S",895
"4038",29,38,"kopfkissen","Filler","Filler",5,"KISSEN ","K",962
"4039",29,39,"sakko","Jacken","Kleidung",5,"MABackspaceBackspaceSAKKO ","M",1106
"4040",29,40,"axt","Bauernhof","Werkzeug",5,"AXT ","A",933
"4041",29,41,"tulpe","Blumen","Misc II",1,"TULPE ","T",1586
"4042",29,42,"fenster","Filler","Filler",1,"FENSTER ","F",1436
"4043",29,43,"bürste","Filler","Filler",2,"NÜRSTE ","N",1698
"4044",29,44,"reh","Huftiere","Tiere",1,"REH ","R",853
"4045",29,45,"orchidee","Blumen","Misc II",2,"BLUME ","B",1756
"4046",29,46,"schlüssel","Filler","Filler",3,"SCHLÜSSEL ","S",893
"4047",29,47,"geige","Instrumente","Misc I",1,"GEIGE ","G",1005
"4048",29,48,"kamel","Huftiere","Tiere",2,"KAMEL ","K",937
"4049",29,49,"briefkasten","Filler","Filler",4,"BRIEFKASTEN ","B",2421
"4050",29,50,"parfum","Filler","Filler",5,"PARFUM ","P",1164
"4051",29,51,"gitarre","Instrumente","Misc I",2,"GITARRE ","G",1103
"4052",29,52,"pferd","Huftiere","Tiere",3,"PFERD ","P",1239
"4053",29,53,"löwenzahn","Blumen","Misc II",3,"LÖWENZAHN ","L",1078
"4054",29,54,"harfe","Instrumente","Misc I",3,"HARFE ","H",926
"4055",29,55,"kuh","Huftiere","Tiere",4,"KUH ","K",971
"4056",29,56,"rose","Blumen","Misc II",4,"ROSE ","R",1355
"4057",29,57,"klavier","Instrumente","Misc I",4,"KLAVIER ","K",943
"4058",29,58,"schaf","Huftiere","Tiere",5,"SCHAF ","S",790
"4059",29,59,"sonnenblume","Blumen","Misc II",5,"SONNENBLUME ","S",1301
"4060",29,60,"schlagzeug","Instrumente","Misc I",5,"SCHLAGZEUG ","S",1064
"4061",29,61,"glocke","Filler","Filler",1,"GLOCKE ","G",1121
"4062",29,62,"geschirrspüler","Küche","Möbel",1,"GESCHIRR ","G",1660
"4063",29,63,"pfeife","Filler","Filler",2,"BackspacePEBackspaceFEIFE ","Backspace",NA
"4064",29,64,"schere","Büro","Werkzeug",1,"SCHERE ","S",1765
"4065",29,65,"kühlschrank","Küche","Möbel",2,"KÜHLSCHRANK ","K",1589
"4066",29,66,"gondel","Wasser","Fortbewegungsmittel",1,NA,"K",2229
"4067",29,67,"bleistift","Büro","Werkzeug",2,"NBackspaceSTIFTBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBLEISTIFT ","N",NA
"4068",29,68,"mikrowelle","Küche","Möbel",3,"MIKROWELLE ","M",2823
"4069",29,69,"yacht","Wasser","Fortbewegungsmittel",2,"YACHT ","Y",965
"4070",29,70,"puppe","Filler","Filler",3,"PUPPE ","P",1285
"4071",29,71,"kaffeemaschine","Küche","Möbel",4,"KAFFEEMASCHINE ","K",1640
"4072",29,72,"badewanne","Filler","Filler",4,"BADEWANNE ","B",2825
"4073",29,73,"kanu","Wasser","Fortbewegungsmittel",3,"KANU ","K",1184
"4074",29,74,"klammer","Büro","Werkzeug",3,"BÜROKLAMMER ","B",1865
"4075",29,75,"ventilator","Filler","Filler",5,"VENTILATOR ","V",1241
"4076",29,76,"u-boot","Wasser","Fortbewegungsmittel",4,"U-BOOT ","U",2579
"4077",29,77,"radiergummi","Büro","Werkzeug",4,"RADIERGUMMI ","R",1065
"4078",29,78,"herd","Küche","Möbel",5,"HERD ","H",1497
"4079",29,79,"segelschiff","Wasser","Fortbewegungsmittel",5,"BOOT ","B",1376
"4080",29,80,"lineal","Büro","Werkzeug",5,"LINEAL ","L",1177
"4081",29,81,"kanne","Trinkgefässe","Misc II",1,"KANNE ","K",2068
"4082",29,82,"ball","Filler","Filler",1,"BALL ","B",1032
"4083",29,83,"ameise","Insekten","Tiere",1,"AMEISE ","A",1002
"4084",29,84,"banane","Obst","Lebensmittel",1,"BANANE ","B",883
"4085",29,85,"flasche","Trinkgefässe","Misc II",2,"FLASCHE ","F",1333
"4086",29,86,"biene","Insekten","Tiere",2,"BIENE ","B",994
"4087",29,87,"apfel","Obst","Lebensmittel",2,"APFEL ","A",949
"4088",29,88,"zigarette","Filler","Filler",2,"ZIGARETTE ","Z",1056
"4089",29,89,"spinne","Insekten","Tiere",3,"SPINNE ","S",963
"4090",29,90,"kirsche","Obst","Lebensmittel",3,"KIRSCHE ","K",1172
"4091",29,91,"steckdose","Filler","Filler",3,"STECKDOSE ","S",888
"4092",29,92,"glas","Trinkgefässe","Misc II",3,"GLAS ","G",1032
"4093",29,93,"fliege","Insekten","Tiere",4,"FLIEGE ","F",1467
"4094",29,94,"brille","Filler","Filler",4,"VRBackspaceBackspaceBRILLE ","V",1057
"4095",29,95,"tasse","Trinkgefässe","Misc II",4,"TASSE ","T",1864
"4096",29,96,"schornstein","Filler","Filler",5,"SCHORNSTEIN ","S",989
"4097",29,97,"trauben","Obst","Lebensmittel",4,"TABackspaceRAUBE ","T",1477
"4098",29,98,"becher","Trinkgefässe","Misc II",5,"BECHER ","B",1830
"4099",29,99,"marienkäfer","Insekten","Tiere",5,"MARIENKÄFER ","M",1332
"4100",29,100,"birne","Obst","Lebensmittel",5,"BIRNE ","B",1234
"4101",29,101,"baby","Filler","Filler",1,"BABY ","B",1099
"4102",29,102,"schraubenzieher","Heimwerker","Werkzeug",1,NA,"S",1254
"4103",29,103,"bonbon","Süssigkeiten","Lebensmittel",1,NA," ",NA
"4104",29,104,"bein","Körperteile","Misc I",1," BackspaceBEIN "," ",NA
"4105",29,105,"luftballon","Filler","Filler",2,"LUFTBALLON ","L",1180
"4106",29,106,"zange","Heimwerker","Werkzeug",2,"ZANGE ","Z",2378
"4107",29,107,"ohr","Körperteile","Misc I",2,"OHR ","O",989
"4108",29,108,"kekse","Süssigkeiten","Lebensmittel",2,"KEKSE ","K",931
"4109",29,109,"bohrmaschine","Heimwerker","Werkzeug",3,"BOHRMASCHINE ","B",2478
"4110",29,110,"hand","Körperteile","Misc I",3,"HAND ","H",912
"4111",29,111,"kopfhörer","Filler","Filler",3,NA,NA,NA
"4112",29,112,"schokolade","Süssigkeiten","Lebensmittel",3,"HEBackspaceBackspaceSCHOKOÖADEBackspaceBackspaceBackspaceBackspaceLADE ","H",106
"4113",29,113,"fuss","Körperteile","Misc I",4,"FU? ","F",995
"4114",29,114,"würfel","Filler","Filler",4,"WÜRFEL ","W",1924
"4115",29,115,"eis","Süssigkeiten","Lebensmittel",4,"EIS ","E",1000
"4116",29,116,"feile","Heimwerker","Werkzeug",4,"PFEILE ","P",1610
"4117",29,117,"arm","Körperteile","Misc I",5,"ARM ","A",2032
"4118",29,118,"kuchen","Süssigkeiten","Lebensmittel",5,"KUCHEN ","K",2733
"4119",29,119,"hammer","Heimwerker","Werkzeug",5,"HAMMER ","H",1244
"4120",29,120,"lippenstift","Filler","Filler",5,"LIPPENSTIFT ","L",960
"4121",29,121,"schloss","Gebäude","Misc II",1,"SCHLOSS ","S",1248
"4122",29,122,"eule","Vögel","Tiere",1,"ELE ","E",901
"4123",29,123,"stuhl","Sitzen","Möbel",1,"STUHL ","S",941
"4124",29,124,"teppich","Filler","Filler",1,"TEPPICH ","T",958
"4125",29,125,"strauss","Vögel","Tiere",2,"STRAUSS ","S",780
"4126",29,126,"hochhaus","Gebäude","Misc II",2,"HOCHHAUS ","H",1131
"4127",29,127,"schwert","Filler","Filler",2,"SCHWERT ","S",981
"4128",29,128,"taube","Vögel","Tiere",3,"TAUBE ","T",1012
"4129",29,129,"kirche","Gebäude","Misc II",3,"KIRCHE ","K",1086
"4130",29,130,"couch","Sitzen","Möbel",2,"SOFA ","S",1944
"4131",29,131,"ente","Vögel","Tiere",4,"ENTE ","E",1683
"4132",29,132,"kassette","Filler","Filler",3,"KASSETTE ","K",1170
"4133",29,133,"bank","Sitzen","Möbel",3,"BANK ","B",1230
"4134",29,134,"schwan","Vögel","Tiere",5,"SCHWAN ","S",1056
"4135",29,135,"tempel","Gebäude","Misc II",4,"TEMPEL ","T",1498
"4136",29,136,"cd","Filler","Filler",4,"CFBackspaceD ","C",863
"4137",29,137,"sessel","Sitzen","Möbel",4,"STIBackspaceUHL ","S",1315
"4138",29,138,"burg","Gebäude","Misc II",5,"BURG ","B",3301
"4139",29,139,"mülleimer","Filler","Filler",5,"MÜLLEIMER ","M",1219
"4140",29,140,"hocker","Sitzen","Möbel",5,"STUBackspaceBackspaceBackspaceHOCKER ","S",1594
"4141",29,141,"panther","Raubtiere","Tiere",1,"PUMA ","P",1573
"4142",29,142,"löffel","Kochen","Werkzeug",1,"LÖGGEBackspaceBackspaceBackspaceFFEL ","L",1286
"4143",29,143,"brosche","Schmuck","Kleidung",1,"GESCHIRR ","G",1829
"4144",29,144,"tiger","Raubtiere","Tiere",2,"TIGER ","T",2386
"4145",29,145,"messer","Kochen","Werkzeug",2,"MESSER ","M",950
"4146",29,146,"briefmarke","Filler","Filler",1,"BRIEGBackspaceFMARKE ","B",1126
"4147",29,147,"armband","Schmuck","Kleidung",2,"KETTE ","K",1211
"4148",29,148,"schneebesen","Kochen","Werkzeug",3,NA,"R",3229
"4149",29,149,"käfig","Filler","Filler",2,"KÄFIG ","K",1507
"4150",29,150,"löwe","Raubtiere","Tiere",3,"LÖWE ","L",1068
"4151",29,151,"ring","Schmuck","Kleidung",3,"RING ","R",1567
"4152",29,152,"fächer","Filler","Filler",3,"FÄCHER ","F",1053
"4153",29,153,"bär","Raubtiere","Tiere",4,"BÄR ","B",1429
"4154",29,154,"ohrring","Schmuck","Kleidung",4,"SCHMUCK ","S",2370
"4155",29,155,"fernglas","Filler","Filler",4,"FERNGLAS ","F",1764
"4156",29,156,"schwamm","Filler","Filler",5,"SCHWAMM ","S",853
"4157",29,157,"kelle","Kochen","Werkzeug",4,"KELLE ","K",1194
"4158",29,158,"kette","Schmuck","Kleidung",5,"PERLENKETTE ","P",3358
"4159",29,159,"leopard","Raubtiere","Tiere",5,"GEPARD ","G",1493
"4160",29,160,"gabel","Kochen","Werkzeug",5,"EBackspaceGABEL ","E",1259
"4161",30,1,"reh","Huftiere","Tiere",1,"REHEnter","R",907
"4162",30,2,"parfum","Filler","Filler",1,"PARFUMEnter","P",1042
"4163",30,3,"löwenzahn","Blumen","Misc II",1,"BLUMEEnter","B",2922
"4164",30,4,"klavier","Instrumente","Misc I",1,"KLAVIEREnter","K",953
"4165",30,5,"kopfkissen","Filler","Filler",2,"KISSENEnter","K",755
"4166",30,6,"briefkasten","Filler","Filler",3,"BVBackspaceRIEFKASTENEnter","B",1031
"4167",30,7,"rose","Blumen","Misc II",2,"ROSEEnter","R",1443
"4168",30,8,"pferd","Huftiere","Tiere",2,"PFERDEnter","P",809
"4169",30,9,"würfel","Filler","Filler",4,"WÜRFELEnter","W",830
"4170",30,10,"schlagzeug","Instrumente","Misc I",2,"SCHLAGZEUGEnter","S",789
"4171",30,11,"kamel","Huftiere","Tiere",3,"KANBackspaceMELEnter","K",842
"4172",30,12,"orchidee","Blumen","Misc II",3,"ORCHIDEEEnter","O",1391
"4173",30,13,"geige","Instrumente","Misc I",3,"GEIGEEnter","G",1345
"4174",30,14,"zigarette","Filler","Filler",5,"ZIGARETTEEnter","Z",941
"4175",30,15,"schaf","Huftiere","Tiere",4,"SCHAFEnter","S",1618
"4176",30,16,"tulpe","Blumen","Misc II",4,"TULPEEnter","T",1169
"4177",30,17,"harfe","Instrumente","Misc I",4,NA,"H",1471
"4178",30,18,"kuh","Huftiere","Tiere",5,"BackspaceEBackspaceKUHEnter","Backspace",NA
"4179",30,19,"sonnenblume","Blumen","Misc II",5,"SONNENBLUMEEnter","S",892
"4180",30,20,"gitarre","Instrumente","Misc I",5,"GITARREEnter","G",722
"4181",30,21,"zange","Heimwerker","Werkzeug",1,"ZANGEEnter","Z",1290
"4182",30,22,"bonbon","Süssigkeiten","Lebensmittel",1,"BONOBackspaceBONEnter","B",747
"4183",30,23,"cd","Filler","Filler",1,"CDEnter","C",822
"4184",30,24,"arm","Körperteile","Misc I",1,"ARMEnter","A",633
"4185",30,25,"bohrmaschine","Heimwerker","Werkzeug",2,"BORBackspaceHRMASCHINEEnter","B",781
"4186",30,26,"kekse","Süssigkeiten","Lebensmittel",2,"KEKSEEnter","K",679
"4187",30,27,"hand","Körperteile","Misc I",2,"HANDEnter","H",751
"4188",30,28,"schraubenzieher","Heimwerker","Werkzeug",3,"SCHRAUBENZIEHEREnter","S",1374
"4189",30,29,"kuchen","Süssigkeiten","Lebensmittel",3,"TORTEEnter","T",1796
"4190",30,30,"schwert","Filler","Filler",2,"SCHWERTEnter","S",973
"4191",30,31,"feile","Heimwerker","Werkzeug",4,"FEILEEnter","F",1023
"4192",30,32,"fuss","Körperteile","Misc I",3,"FPBackspaceUDeadDeadBackspaceBackspace?=BackspaceBackspaceDeadEnterABackspaceBackspaceSSEnter","F",784
"4193",30,33,"lippenstift","Filler","Filler",3,"LIPPENSCHBackspaceBackspaceTIFTEnter","L",1933
"4194",30,34,"hammer","Heimwerker","Werkzeug",5,"HAMMEREnter","H",832
"4195",30,35,"ohr","Körperteile","Misc I",4,"OHREnter","O",794
"4196",30,36,"fenster","Filler","Filler",4,"FENSTEREnter","F",1957
"4197",30,37,"eis","Süssigkeiten","Lebensmittel",4,"EISEnter","E",950
"4198",30,38,"bein","Körperteile","Misc I",5,"BEINEnter","B",1275
"4199",30,39,"pfeife","Filler","Filler",5,"PFEIFEEnter","P",1164
"4200",30,40,"schokolade","Süssigkeiten","Lebensmittel",5,"SCHOKOLADEEnter","S",963
"4201",30,41,"schloss","Gebäude","Misc II",1,"BURGEnter","B",1183
"4202",30,42,"eule","Vögel","Tiere",1,"EULEEnter","E",1149
"4203",30,43,"bank","Sitzen","Möbel",1,"BANKEnter","B",1347
"4204",30,44,"hochhaus","Gebäude","Misc II",2,"HOCHHAUSEnter","H",1891
"4205",30,45,"schwan","Vögel","Tiere",2,"SCHWANEnter","S",677
"4206",30,46,"stuhl","Sitzen","Möbel",2,"STUHLEnter","S",934
"4207",30,47,"kirche","Gebäude","Misc II",3,"KIRCHEEnter","K",1011
"4208",30,48,"luftballon","Filler","Filler",1,"BALLONEnter","B",875
"4209",30,49,"hocker","Sitzen","Möbel",3,"HOCKEREnter","H",1471
"4210",30,50,"briefmarke","Filler","Filler",2,"BRIEFMARKEEnter","B",930
"4211",30,51,"strauss","Vögel","Tiere",3,"STRAUSSEnter","S",2991
"4212",30,52,"couch","Sitzen","Möbel",4,"SOFAEnter","S",736
"4213",30,53,"mülleimer","Filler","Filler",3,"MÜLLEIMEREnter","M",1011
"4214",30,54,"ente","Vögel","Tiere",4,"ENTEEnter","E",1225
"4215",30,55,"fernglas","Filler","Filler",4,"FERNGLASEnter","F",766
"4216",30,56,"tempel","Gebäude","Misc II",4,"RUINEEnter","R",2073
"4217",30,57,"taube","Vögel","Tiere",5,"TAUBEEnter","T",1091
"4218",30,58,"bürste","Filler","Filler",5,"BÜRSTEEnter","B",980
"4219",30,59,"burg","Gebäude","Misc II",5,"ShiftbURGEnter","Shift",2717
"4220",30,60,"sessel","Sitzen","Möbel",5,"ShiftsESSELEnter","Shift",1454
"4221",30,61,"sense","Bauernhof","Werkzeug",1,"SENSEEnter","S",791
"4222",30,62,"kartoffel","Gemüse","Lebensmittel",1,"KARTOFFELEnter","K",1418
"4223",30,63,"arztkittel","Jacken","Kleidung",1,"ARZTKITTELEnter","A",959
"4224",30,64,"waage","Filler","Filler",1,"WAAGEEnter","W",891
"4225",30,65,"axt","Bauernhof","Werkzeug",2,"AXTRBackspaceEnter","A",738
"4226",30,66,"pelzmantel","Jacken","Kleidung",2,"PELZMANTELEnter","P",1203
"4227",30,67,"ampel","Filler","Filler",2,"AMPELEnter","A",730
"4228",30,68,"karotte","Gemüse","Lebensmittel",2,"KARROTBackspaceBackspaceBackspaceOTTEEnter","K",760
"4229",30,69,"sakko","Jacken","Kleidung",3,"SAKKOEnter","S",978
"4230",30,70,"besen","Bauernhof","Werkzeug",3,"VESBackspaceBackspaceBackspaceBESENEnter","V",696
"4231",30,71,"gurke","Gemüse","Lebensmittel",3,"GURKEEnter","G",934
"4232",30,72,"badewanne","Filler","Filler",3,"BADEWANNEEnter","B",967
"4233",30,73,"daunenweste","Jacken","Kleidung",4,"DAUNENWESTEEnter","D",1131
"4234",30,74,"säge","Bauernhof","Werkzeug",4,"SÄGEEnter","S",1280
"4235",30,75,"glocke","Filler","Filler",4,"GLOCKEEnter","G",1168
"4236",30,76,"mikrofon","Filler","Filler",5,"MOBackspaceIKROFONEnter","M",1225
"4237",30,77,"brokkoli","Gemüse","Lebensmittel",4,"BROKOLIEnter","B",3089
"4238",30,78,"schaufel","Bauernhof","Werkzeug",5,"SCHAUFELEnter","S",701
"4239",30,79,"kapuzenpulli","Jacken","Kleidung",5,"HBackspaceHOODIEEnter","H",1868
"4240",30,80,"paprika","Gemüse","Lebensmittel",5,"PAPRIKAEnter","P",2355
"4241",30,81,"kutsche","Strasse","Fortbewegungsmittel",1,"KUTSCHEEnter","K",2146
"4242",30,82,"regal","Aufbewahrung","Möbel",1,"REGALEnter","R",793
"4243",30,83,"goldfisch","Fische","Tiere",1,"GOLDFISCHEnter","G",1175
"4244",30,84,"auto","Strasse","Fortbewegungsmittel",2,"AUTOEnter","A",1191
"4245",30,85,"kleiderschrank","Aufbewahrung","Möbel",2,"KLEIDERSCHRANKEnter","K",1119
"4246",30,86,"rochen","Fische","Tiere",2,"ROCHENEnter","R",988
"4247",30,87,"lkw","Strasse","Fortbewegungsmittel",3,"LKWEnter","L",865
"4248",30,88,"tafel","Filler","Filler",1,"TAFELEnter","T",728
"4249",30,89,"delfin","Fische","Tiere",3,"DELFINEnter","D",698
"4250",30,90,"bus","Strasse","Fortbewegungsmittel",4,"BUSEnter","B",766
"4251",30,91,"safe","Aufbewahrung","Möbel",3,"SAFEEnter","S",678
"4252",30,92,"hai","Fische","Tiere",4,"HIBackspaceAIEnter","H",827
"4253",30,93,"motorrad","Strasse","Fortbewegungsmittel",5,"MOTORADEnter","M",770
"4254",30,94,"schachtel","Aufbewahrung","Möbel",4,"KARTONEnter","K",2307
"4255",30,95,"streichholz","Filler","Filler",2,"STREICHHOLZEnter","S",809
"4256",30,96,"aal","Fische","Tiere",5,"AALEnter","A",705
"4257",30,97,"ball","Filler","Filler",3,"BALLEnter","B",1671
"4258",30,98,"schlüssel","Filler","Filler",4,"SCHLÜSSEKBackspaceLEnter","S",756
"4259",30,99,"schublade","Aufbewahrung","Möbel",5,"SCHUBLADEEnter","S",1207
"4260",30,100,"teppich","Filler","Filler",5,"TEPPICHEnter","T",866
"4261",30,101,"kaffeemaschine","Küche","Möbel",1,"KAFEMASCHINEArrowLeftArrowLeftArrowLeftArrowLeftArrowLeftArrowLeftArrowLeftEnter","K",775
"4262",30,102,"radiergummi","Büro","Werkzeug",1,"RADIERGUMMIEnter","R",759
"4263",30,103,"kopfhörer","Filler","Filler",1,"KOPFHÖRHEREnter","K",1318
"4264",30,104,"segelschiff","Wasser","Fortbewegungsmittel",1,"SEGELSCHIFFEnter","S",1535
"4265",30,105,"herd","Küche","Möbel",2,"HERDEnter","H",1361
"4266",30,106,"schere","Büro","Werkzeug",2,"SCHEREEnter","S",1027
"4267",30,107,"gondel","Wasser","Fortbewegungsmittel",2,"GONDELEnter","G",1102
"4268",30,108,"mikrowelle","Küche","Möbel",3,"MIKROWELLEEnter","M",806
"4269",30,109,"lineal","Büro","Werkzeug",3,"LINEALEnter","L",752
"4270",30,110,"kanu","Wasser","Fortbewegungsmittel",3,"KANUEnter","K",1656
"4271",30,111,"geschirrspüler","Küche","Möbel",4,"GESCHIRRSPÜHLEREnter","G",1263
"4272",30,112,"steckdose","Filler","Filler",2,"STECKDOSEEnter","S",1019
"4273",30,113,"u-boot","Wasser","Fortbewegungsmittel",4,"U-BOOTEnter","U",894
"4274",30,114,"schwamm","Filler","Filler",3,"SCHWAMMEnter","S",1178
"4275",30,115,"klammer","Büro","Werkzeug",4,NA,"B",1737
"4276",30,116,"kühlschrank","Küche","Möbel",5,"KÜHLSCHRANKEnter","K",1279
"4277",30,117,"ventilator","Filler","Filler",4,"WEBackspaceBackspaceVENTIABackspaceABackspaceLATOREnter","W",1073
"4278",30,118,"bleistift","Büro","Werkzeug",5,"BLEISTIFTEnter","B",964
"4279",30,119,"yacht","Wasser","Fortbewegungsmittel",5,"YACHTEnter","Y",1057
"4280",30,120,"käfig","Filler","Filler",5,"KÄFIGEnter","K",1004
"4281",30,121,"marienkäfer","Insekten","Tiere",1,"MARINENKÖBackspaceÄFEREnter","M",1079
"4282",30,122,"kirsche","Obst","Lebensmittel",1,"KIRSBackspaceSCHEEnter","K",782
"4283",30,123,"becher","Trinkgefässe","Misc II",1,"BECEBackspaceHEREnter","B",930
"4284",30,124,"kamera","Filler","Filler",1,"KAMERAEnter","K",1397
"4285",30,125,"apfel","Obst","Lebensmittel",2,"APFELEnter","A",714
"4286",30,126,"spinne","Insekten","Tiere",2,"SPINNEEnter","S",678
"4287",30,127,"glas","Trinkgefässe","Misc II",2,"GLASEnter","G",838
"4288",30,128,"banane","Obst","Lebensmittel",3,"NBackspaceBANANEEnter","N",867
"4289",30,129,"puppe","Filler","Filler",2,"PUPPEEnter","P",957
"4290",30,130,"fliege","Insekten","Tiere",3,"FLIEGEEnter","F",783
"4291",30,131,"birne","Obst","Lebensmittel",4,"BIRNEEnter","B",658
"4292",30,132,"kassette","Filler","Filler",3,"KASETTEEnter","K",845
"4293",30,133,"tasse","Trinkgefässe","Misc II",3,"BECHEREnter","B",749
"4294",30,134,"ameise","Insekten","Tiere",4,"ARMEISEEnter","A",1056
"4295",30,135,"baby","Filler","Filler",4,"BABYEnter","B",892
"4296",30,136,"flasche","Trinkgefässe","Misc II",4,"FLASCHEEnter","F",706
"4297",30,137,"trauben","Obst","Lebensmittel",5,"TRAUBEEnter","T",962
"4298",30,138,"biene","Insekten","Tiere",5,"BIENEEnter","B",1006
"4299",30,139,"kerze","Filler","Filler",5,"KERZEEnter","K",725
"4300",30,140,"kanne","Trinkgefässe","Misc II",5,"KANNEEnter","K",1052
"4301",30,141,"brosche","Schmuck","Kleidung",1,"BROSCHEEnter","B",1959
"4302",30,142,"messer","Kochen","Werkzeug",1,"MESSEREnter","M",1383
"4303",30,143,"leopard","Raubtiere","Tiere",1,"LEOPARDEnter","L",1492
"4304",30,144,"ring","Schmuck","Kleidung",2,"RINGEnter","R",1105
"4305",30,145,"kelle","Kochen","Werkzeug",2,"KELLEEnter","K",919
"4306",30,146,"löwe","Raubtiere","Tiere",2,"LOBackspaceÄBackspaceÖWEEnter","L",850
"4307",30,147,"spaghetti","Filler","Filler",1,"SPAGETTIEnter","S",818
"4308",30,148,"löffel","Kochen","Werkzeug",3,"LÖFFELEnter","L",698
"4309",30,149,"brille","Filler","Filler",2,"BRILLEEnter","B",737
"4310",30,150,"armband","Schmuck","Kleidung",3,"ARMBANDEnter","A",1297
"4311",30,151,"fächer","Filler","Filler",3,"FECHEREnter","F",2889
"4312",30,152,"bär","Raubtiere","Tiere",3,"BÄREnter","B",935
"4313",30,153,"kette","Schmuck","Kleidung",4,"KETTEEnter","K",750
"4314",30,154,"pinsel","Filler","Filler",4,"BBackspacePINSELEnter","B",659
"4315",30,155,"panther","Raubtiere","Tiere",4,"JAGUAREnter","J",1061
"4316",30,156,"gabel","Kochen","Werkzeug",4,"GABELEnter","G",1721
"4317",30,157,"ohrring","Schmuck","Kleidung",5,"OHRRINGEnter","O",932
"4318",30,158,"tiger","Raubtiere","Tiere",5,"TIGEREnter","T",1324
"4319",30,159,"schneebesen","Kochen","Werkzeug",5,"SCHNEEBÄSENEnter","S",1250
"4320",30,160,"schornstein","Filler","Filler",5,"SCHORNSTEINEnter","S",1190
"4321",9,1,"schaufel","Bauernhof","Werkzeug",1,"SCHAUFELEnter","S",743
"4322",9,2,"mülleimer","Filler","Filler",1,"MPBackspaceÜLLEIMEREnter","M",791
"4323",9,3,"paprika","Gemüse","Lebensmittel",1,"PAKBackspacePRIKAEnter","P",1654
"4324",9,4,"kapuzenpulli","Jacken","Kleidung",1,"KJBackspaceBackspaceJACKEEnter","K",949
"4325",9,5,"waage","Filler","Filler",2,"WAAGEEnter","W",905
"4326",9,6,"säge","Bauernhof","Werkzeug",2,"SÄGEEnter","S",1458
"4327",9,7,"daunenweste","Jacken","Kleidung",2,"DAUNENJACKEEnter","D",1606
"4328",9,8,"streichholz","Filler","Filler",3,"STREICHHOLZEnter","S",1187
"4329",9,9,"brokkoli","Gemüse","Lebensmittel",2,"BROKKOLIEnter","B",894
"4330",9,10,"sense","Bauernhof","Werkzeug",3,"SENSEEnter","S",1044
"4331",9,11,"briefmarke","Filler","Filler",4,"BRIEFMARKEEnter","B",1032
"4332",9,12,"kartoffel","Gemüse","Lebensmittel",3,"KARTOFFELEnter","K",800
"4333",9,13,"pelzmantel","Jacken","Kleidung",3,"JACKEEnter","J",1117
"4334",9,14,"steckdose","Filler","Filler",5,"SBackspaceSTECKDOSEEnter","S",1215
"4335",9,15,"besen","Bauernhof","Werkzeug",4,"SBackspaceBESENEnter","S",1252
"4336",9,16,"sakko","Jacken","Kleidung",4,"JACBackspaceBackspaceBackspaceBackspaceBackspaceSAKKOEnter","J",1024
"4337",9,17,"karotte","Gemüse","Lebensmittel",4,"KARBackspaceBackspaceAROTTEEnter","K",933
"4338",9,18,"axt","Bauernhof","Werkzeug",5,"AXTEnter","A",1124
"4339",9,19,"arztkittel","Jacken","Kleidung",5,"LABORKITTELEnter","L",2085
"4340",9,20,"gurke","Gemüse","Lebensmittel",5,"GURKEEnter","G",1050
"4341",9,21,"geige","Instrumente","Misc I",1,"GEIGEEnter","G",1074
"4342",9,22,"kuh","Huftiere","Tiere",1,"KUHEnter","K",827
"4343",9,23,"cd","Filler","Filler",1,"CDEnter","C",1299
"4344",9,24,"schlagzeug","Instrumente","Misc I",2,"SCHLAGZEUGEnter","S",779
"4345",9,25,"orchidee","Blumen","Misc II",1,"BLMEEnter","B",1168
"4346",9,26,"schwamm","Filler","Filler",2,"SCHWAMMEnter","S",732
